vidName,stimSet,subName,description
Dressing-puttingOnShoes1,Set1,Sub15,Can I see somebody taking out. 
FoodDrink-sautee1,Set1,Sub15,Here I see somebody a steering on a ounce in a pound. 
Games-playingbilliards1,Set1,Sub15,Here I see. Siri siri. 
Bike-bike1,Set1,Sub15,Here I see professional cyclists running. 
EatDrink-eating1,Set1,Sub15,Can I see a woman eating a piece of chocolate. 
Sleeping-sleep1,Set1,Sub15,Here I see a man in his bed like just breathing. 
GroomingOneself-brushHair1,Set1,Sub15,Can I see a woman brushing her hair. 
Pets-playingDog1,Set1,Sub15,Accuracy of a man and a dog playing in the countryside. 
Golf-golf1,Set1,Sub15,Kira see a man playing golf in a good. 
Phone-calling1,Set1,Sub15,Carousel man speaking on his phone in the street. 
Cardio-spinning1,Set1,Sub15,Can I see a man and a woman training in the gym and doing cycling. 
Social-laughing1,Set1,Sub15,C r a c i a young man is smiling good like I guess he is. 
Garden-wateringPlants1,Set1,Sub15,Here I see a woman giving water to her plants outdoor. 
FoodDrink-rollingDough1,Set1,Sub15,Kira see somebody preparing a dog. Your ass is somebody preparing a dog. 
Crafts-knitting1,Set1,Sub15,Here I see somebody knitting. 
HealthSelfCare-swallowPills1,Set1,Sub15,Cheer I see a young woman taking a pill. And swallowing it with water. 
Wash-wash1,Set1,Sub15,Can I see somebody washing their hands. 
FoodDrink-chopping1,Set1,Sub15,Here I see somebody cutting carrots. 
EatDrink-drinking1,Set1,Sub15,Here I see a woman sipping a cup of tea. 
Computer-computer1,Set1,Sub15,Here is salmon typing at his computer. 
Games-videoGames1,Set1,Sub15,Here I see two young adolescents man playing computer. 
FoodDrink-stirring1,Set1,Sub15,Here I see a woman preparing a dog. 
FoodDrink-grilling1,Set1,Sub15,Two sticks being cooked on a grill. 
Travel-driving1,Set1,Sub15,Here I see a man driving. His car. 
Yoga-yoga1,Set1,Sub15,E r i c i a young lady doing yoga at home. 
GroomingOneself-brushingTeeth1,Set1,Sub15,Accuracy of boy brushing his teeth. Here is a boy brushing his teeth. 
IntClean-moppingfloor1,Set1,Sub15,Can I see a man cleaning the floor. 
Dancing-ballroomDancing1,Set1,Sub15,Here I see two dancers.  starting to dancing at gala. 
Social-talk1,Set1,Sub15,Curious yang woman that speaks very rather happy and excited. 
Social-shakeHands1,Set1,Sub15,Cheer I see people shaking their hand set apart. 
HealthSelfCare-bandaid1,Set1,Sub15,Hear assist somebody putting a set of 2 on the east town. 
Dressing-buttoningShirt1,Set1,Sub15,Cheer I see a man about a tongue ring app is shirt. 
Walk-walk1,Set1,Sub15,Here is a crowd walking. 
Pets-walkingdog1,Set1,Sub15,Here I see a man walking his dog it is winter. 
Groceries-groceryShopping1,Set1,Sub15,Kirstie alley young ladies shopping at a grocery supermarket. 
FoodDrink-Pour1,Set1,Sub15,Here I see a man pouring wine into 3 bottles into 3. 
IntClean-dustingTable1,Set1,Sub15,Here I see a man cleaning a wooden table. 
Reading-reading1,Set1,Sub15,Cheer I see a man reading. 
Run-running1,Set1,Sub15,Eurycea young men running. 
TV-watchingTV1,Set1,Sub16,A man watches tv from a green armchair. 
GroomingOneself-shaving1,Set1,Sub16,A man shaves using a straight razor. 
CaringChildren-playingPlayground1,Set1,Sub16,A little boy slides down a slide in a playground. 
IntClean-vacuuming1,Set1,Sub16,Someone is vacuuming a carpet. 
FoodDrink-bakingCookies1,Set1,Sub16,Someone is making.  cookies. Someone is rolling cookie dough into a ball. 
RacquetSports-playingtennis1,Set1,Sub16,Two kids play tennis inside. 
Garden-gardening1,Set1,Sub16,A man uses a spade to rip out a weed. 
Basketball-Basketball1,Set1,Sub16,A shirtless man shoots a three-pointer. 
CaringChildren-babyCrawling1,Set1,Sub16,Is crawling on a carpet. 
Dancing-modernDance1,Set1,Sub16,Two people.  a man and a woman are doing the contemporary ballroom dance. 
Crafts-painting1,Set1,Sub16,Someone paints a white surface blue. 
Soccer-playingSoccer1,Set1,Sub16,A man takes a penalty kick in soccer.  he misses. 
Aerobics-aerobics1,Set1,Sub16,Women to women.  do.  exercises in a white room. 
GroomingOneself-applyingMakeup1,Set1,Sub16,A woman puts on eyeshadow facing the camera. 
KitchenClean-washingDishes1,Set1,Sub16,Is a brush to scrub a saucepan. 
Dressing-tyingTie1,Set1,Sub16,Eyes yellow tie he is wearing a blue shirt. 
Garden-mowingLawn1,Set1,Sub16,Someone pushes a lawn mower over some grass. 
Weights-weights1,Set1,Sub16,A shirtless man does bicep curls with a dumbbell using one arm. 
Pets-brushingCat1,Set1,Sub16,Someone brushes.  a cat using a purple comb. 
Laundry-laundry1,Set1,Sub16,Someone who puts a blue towel in the laundry. 
Write-writing1,Set1,Sub16,Is writing in a journal. 
Dressing-puttingOnShoes1,Set1,Sub16,Woman takes off a tall black boot. 
FoodDrink-sautee1,Set1,Sub16,Someone is sauteing onions. 
Games-playingbilliards1,Set1,Sub16,A person takes their first shot in pool. 
Bike-bike1,Set1,Sub16,People are participating in a cycling road race. 
EatDrink-eating1,Set1,Sub16,A woman with curly hair and a large hat eat something. 
Sleeping-sleep1,Set1,Sub16,A man flutters his eyes and breathe deeply in bed. 
GroomingOneself-brushHair1,Set1,Sub16,A woman brushes her hair. 
Pets-playingDog1,Set1,Sub16,A man is standing on top of a wooden box outside.  a large dog jumps onto the box and goes through the man's legs twice. 
Golf-golf1,Set1,Sub16,A golfer drives.  a ball. 
Phone-calling1,Set1,Sub16,A bald man talks on the phone outside. 
Cardio-spinning1,Set1,Sub16,A man and a woman.  used spin bikes in a gym. 
Social-laughing1,Set1,Sub16,Shirtless man smiles and laughs. 
Garden-wateringPlants1,Set1,Sub16,A woman waters a plant outside of a house. 
FoodDrink-rollingDough1,Set1,Sub16,Someone is rolling dough with a rolling pin. 
Crafts-knitting1,Set1,Sub16,Blue yarn. Someone is knitting blue yarn. 
HealthSelfCare-swallowPills1,Set1,Sub16,A woman puts a pill on her tongue and then drinks water. 
Wash-wash1,Set1,Sub16,Their hands thoroughly. 
FoodDrink-chopping1,Set1,Sub16,Someone chops carrot.  slices into small pieces with a large knife. 
EatDrink-drinking1,Set1,Sub16,A woman says something and then takes a sip from a teacup she is wearing a comic book shirt that says buzzing or something and sitting in front of a british flag. 
Computer-computer1,Set1,Sub16,A man types on an old computer. 
Games-videoGames1,Set1,Sub16,Two young men.  get very excited while playing a video game. 
FoodDrink-stirring1,Set1,Sub16,Does butter and brown sugar in a white bowl. 
FoodDrink-grilling1,Set1,Sub16,Someone flips to. Are two big pieces of meat on a grill outside someone uses a spatula to flip one of them. 
Travel-driving1,Set1,Sub16,Someone. Driving down a winding road. 
Yoga-yoga1,Set1,Sub16,A woman does yoga in her house she is holding a pose on her forearms. 
GroomingOneself-brushingTeeth1,Set1,Sub16,A man brushes his teeth. 
IntClean-moppingfloor1,Set1,Sub16,A man mops the floor in a school. 
Dancing-ballroomDancing1,Set1,Sub16,Two ballroom dancers approach each other in a competition to begin their dance. 
Social-talk1,Set1,Sub16,A when a woman talks energetically to the camera using her hands a lot. 
Social-shakeHands1,Set1,Sub16,Men in suits shake hands over a punch bowl they are being introduced. 
HealthSelfCare-bandaid1,Set1,Sub16,Someone puts a band-aid on.  their thumb. 
Dressing-buttoningShirt1,Set1,Sub16,A man buttons his flannel shirt. A man button his shirt. 
Walk-walk1,Set1,Sub16,People walk fast on a busy street. 
Pets-walkingdog1,Set1,Sub16,Man walks his dog down a snowy street. 
Groceries-groceryShopping1,Set1,Sub16,A woman in a sun hat.  pushes her shopping cart down the aisle in a grocery store. 
FoodDrink-Pour1,Set1,Sub16,A man pours wine into a glass.  in a row of three other wine glasses. 
IntClean-dustingTable1,Set1,Sub16,A man uses a towel to wipe off his coffee table. 
Reading-reading1,Set1,Sub16,Someone is reading a book in front of a window you can see cars through the window. 
Run-running1,Set1,Sub16,A man is running down hill in front of some houses or condos. 
TV-watchingTV1,Set1,Sub17,There's an older man sitting on a greenish chair watching television. 
GroomingOneself-shaving1,Set1,Sub17,There is a man shaving using a razor blade he has a mustache and a beard. Choosing shaving cream. 
CaringChildren-playingPlayground1,Set1,Sub17,There is a little boy going down a red and silver slide and he lands in the sand spring blue pants and a grey shirt. 
IntClean-vacuuming1,Set1,Sub17,There is someone vacuuming a white carpet.  the vacuum is gray.  the person is wearing blue pants and white socks. 
FoodDrink-bakingCookies1,Set1,Sub17,Someone is rolling cookie dough and their hands it looks like chocolate chip cookie dough they're doing it over a metal pan. 
RacquetSports-playingtennis1,Set1,Sub17,There are two people on a tennis court hitting a tennis ball back and forth the person closest to the camera is in blue and the person farther away is in yellow. 
Garden-gardening1,Set1,Sub17,There's a man who's doing some gardening he is taking weeds out of the dirt he's wearing a green shirt and his.  travel has a red handle. 
Basketball-Basketball1,Set1,Sub17,There is a shirtless man on a basketball court he steps up to the three-point line and takes a shot.  the ball goes in.  without hitting the backboard. Basketball court is green red and yellow with white lines. 
CaringChildren-babyCrawling1,Set1,Sub17,There is a little boy who is crawling he is wearing a blue shirt and green plaid shorts he's on a.  carpet with circles on it and he is crawling toward a toy. 
Dancing-modernDance1,Set1,Sub17,And who are dancing the woman is wearing a blue leotard with a flowing top i'm the man is wearing a white shirt and black pants she does a pirouette and he lifts her up. 
Crafts-painting1,Set1,Sub17,There is someone painting blue over a white background.  it appears as though they are painting the sky.  on a canvas. 
Soccer-playingSoccer1,Set1,Sub17,There is a man on a soccer field he is wearing he's taking a penalty kick he's wearing a yellow jersey and the.  goalie is wearing all black. 
Aerobics-aerobics1,Set1,Sub17,There are women who are doing exercise in a white room with two trees in the back their lifting their alternating their knees.  they're both wearing blue tops and black leggings. 
GroomingOneself-applyingMakeup1,Set1,Sub17,There is a woman with brown hair who is applying her eyeshadow she has her right eye closed.  she is using a brush on her eyelid. 
KitchenClean-washingDishes1,Set1,Sub17,Someone is washing a skillet they're using a cleaning tool and there's soap in the pan and they're washing it in the sink. 
Dressing-tyingTie1,Set1,Sub17,There is a man with a blue button-down shirt tying his tie the tie is yellow with.  blue and brown spots. 
Garden-mowingLawn1,Set1,Sub17,Someone is cutting their lawn it's a man he has a honda lawn mower he's wearing red.  earmuffs. 
Weights-weights1,Set1,Sub17,There is a man doing bicep curls with a weight he is not wearing a shirt. 
Pets-brushingCat1,Set1,Sub17,There is. Brushing their cat the cat is gray and white the brush is purple with a black handle.  a person lifts up one of the cat's front paws to brush underneath. 
Laundry-laundry1,Set1,Sub17,Someone who is wearing a watch taking clothes out of a blue bin and putting them into a white washing machine.  it appears that they are doing their laundry. 
Write-writing1,Set1,Sub17,There is someone writing in a small journal.  they're wearing a striped shirt and it's a close up of the book.  they're using a pencil. 
Dressing-puttingOnShoes1,Set1,Sub17,There is a women sitting on a green carpet wearing.  knee high boots.  the boots are black and she is taking the boot off of her left foot. 
FoodDrink-sautee1,Set1,Sub17,There is someone making something in a frying pan.  the pan is black and it looks like they are sauteing onions and garlic.  they are using a wooden spatula to mix ingredients. 
Games-playingbilliards1,Set1,Sub17,Someone is playing pool it is on a blue pool table on they hit the white ball. Sends the other balls scattering across the table. 
Bike-bike1,Set1,Sub17,There are bikers racing towards the cameraman they are on a paved street and are passing trees and some homes.  the bikers look like they are in a race. 
EatDrink-eating1,Set1,Sub17,Curled hair in an updo who is eating something white she has a large hat on her head and a blue and white dress. 
Sleeping-sleep1,Set1,Sub17,Spider-man. A wooden bed there is a wooden nightstand next to him and it seems like he is just waking up in the morning he's wearing a green t-shirt with a blue blanket on him. 
GroomingOneself-brushHair1,Set1,Sub17,Girl brushing her hair she has brown hair the video is pointing at the back of her head she's wearing a blue shirt. 
